"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HUR","TOT","PC_LF","Q","2014-Q3",6.160369,
"AUS","HUR","TOT","PC_LF","Q","2014-Q4",6.256604,
"AUS","HUR","TOT","PC_LF","Q","2015-Q1",6.202708,
"AUS","HUR","TOT","PC_LF","Q","2015-Q2",6.016695,
"AUS","HUR","TOT","PC_LF","Q","2015-Q3",6.168094,
"AUS","HUR","TOT","PC_LF","Q","2015-Q4",5.839219,
"AUS","HUR","TOT","PC_LF","Q","2016-Q1",5.798787,
"AUS","HUR","TOT","PC_LF","Q","2016-Q2",5.686384,
"AUS","HUR","TOT","PC_LF","Q","2016-Q3",5.641087,
"AUS","HUR","TOT","PC_LF","Q","2016-Q4",5.724637,
"AUS","HUR","TOT","PC_LF","Q","2017-Q1",5.809637,
"AUS","HUR","TOT","PC_LF","Q","2017-Q2",5.584881,
"AUS","HUR","TOT","PC_LF","Q","2017-Q3",5.508335,
"AUS","HUR","TOT","PC_LF","Q","2017-Q4",5.460278,
"AUS","HUR","TOT","PC_LF","Q","2018-Q1",5.545177,
"AUS","HUR","TOT","PC_LF","Q","2018-Q2",5.413168,
"AUS","HUR","TOT","PC_LF","Q","2018-Q3",5.179832,
"AUS","HUR","TOT","PC_LF","Q","2018-Q4",5.030898,
"AUS","HUR","TOT","PC_LF","Q","2019-Q1",5.052831,
"AUS","HUR","TOT","PC_LF","Q","2019-Q2",5.220837,
"AUS","HUR","TOT","PC_LF","Q","2019-Q3",5.226073,
"AUS","HUR","TOT","PC_LF","Q","2019-Q4",5.157768,
"AUS","HUR","TOT","PC_LF","Q","2020-Q1",5.216049,
"AUS","HUR","TOT","PC_LF","Q","2020-Q2",6.92193,
"AUS","HUR","TOT","PC_LF","Q","2020-Q3",7.052515,
"AUS","HUR","TOT","PC_LF","Q","2020-Q4",6.780497,
"AUS","HUR","TOT","PC_LF","Q","2021-Q1",5.956752,
"AUS","HUR","TOT","PC_LF","Q","2021-Q2",5.15126,
"AUS","HUR","TOT","PC_LF","Q","2021-Q3",4.615262,
"AUS","HUR","TOT","PC_LF","Q","2021-Q4",4.667604,
"AUT","HUR","TOT","PC_LF","Q","2004-Q3",5.8,
"AUT","HUR","TOT","PC_LF","Q","2004-Q4",5.933333,
"AUT","HUR","TOT","PC_LF","Q","2005-Q1",5.8,
"AUT","HUR","TOT","PC_LF","Q","2005-Q2",6.1,
"AUT","HUR","TOT","PC_LF","Q","2005-Q3",6.066667,
"AUT","HUR","TOT","PC_LF","Q","2005-Q4",6.133333,
"AUT","HUR","TOT","PC_LF","Q","2006-Q1",6.133333,
"AUT","HUR","TOT","PC_LF","Q","2006-Q2",5.666667,
"AUT","HUR","TOT","PC_LF","Q","2006-Q3",5.266667,
"AUT","HUR","TOT","PC_LF","Q","2006-Q4",5.333333,
"AUT","HUR","TOT","PC_LF","Q","2007-Q1",5.266667,
"AUT","HUR","TOT","PC_LF","Q","2007-Q2",5.5,
"AUT","HUR","TOT","PC_LF","Q","2007-Q3",5.266667,
"AUT","HUR","TOT","PC_LF","Q","2007-Q4",4.833333,
"AUT","HUR","TOT","PC_LF","Q","2008-Q1",4.533333,
"AUT","HUR","TOT","PC_LF","Q","2008-Q2",4.066667,
"AUT","HUR","TOT","PC_LF","Q","2008-Q3",4.366667,
"AUT","HUR","TOT","PC_LF","Q","2008-Q4",4.733333,
"AUT","HUR","TOT","PC_LF","Q","2009-Q1",5.066667,
"AUT","HUR","TOT","PC_LF","Q","2009-Q2",5.7,
"AUT","HUR","TOT","PC_LF","Q","2009-Q3",6.133333,
"AUT","HUR","TOT","PC_LF","Q","2009-Q4",5.833333,
"AUT","HUR","TOT","PC_LF","Q","2010-Q1",5.366667,
"AUT","HUR","TOT","PC_LF","Q","2010-Q2",5.3,
"AUT","HUR","TOT","PC_LF","Q","2010-Q3",5.166667,
"AUT","HUR","TOT","PC_LF","Q","2010-Q4",4.866667,
"AUT","HUR","TOT","PC_LF","Q","2011-Q1",5.166667,
"AUT","HUR","TOT","PC_LF","Q","2011-Q2",4.833333,
"AUT","HUR","TOT","PC_LF","Q","2011-Q3",4.4,
"AUT","HUR","TOT","PC_LF","Q","2011-Q4",5.166667,
"AUT","HUR","TOT","PC_LF","Q","2012-Q1",4.833333,
"AUT","HUR","TOT","PC_LF","Q","2012-Q2",5.233333,
"AUT","HUR","TOT","PC_LF","Q","2012-Q3",5.5,
"AUT","HUR","TOT","PC_LF","Q","2012-Q4",5.4,
"AUT","HUR","TOT","PC_LF","Q","2013-Q1",5.8,
"AUT","HUR","TOT","PC_LF","Q","2013-Q2",5.4,
"AUT","HUR","TOT","PC_LF","Q","2013-Q3",5.833333,
"AUT","HUR","TOT","PC_LF","Q","2013-Q4",5.866667,
"AUT","HUR","TOT","PC_LF","Q","2014-Q1",6.133333,
"AUT","HUR","TOT","PC_LF","Q","2014-Q2",5.866667,
"AUT","HUR","TOT","PC_LF","Q","2014-Q3",6.066667,
"AUT","HUR","TOT","PC_LF","Q","2014-Q4",6.1,
"AUT","HUR","TOT","PC_LF","Q","2015-Q1",5.9,
"AUT","HUR","TOT","PC_LF","Q","2015-Q2",6.266667,
"AUT","HUR","TOT","PC_LF","Q","2015-Q3",6.133333,
"AUT","HUR","TOT","PC_LF","Q","2015-Q4",6.333333,
"AUT","HUR","TOT","PC_LF","Q","2016-Q1",6.4,
"AUT","HUR","TOT","PC_LF","Q","2016-Q2",6.566667,
"AUT","HUR","TOT","PC_LF","Q","2016-Q3",6.633333,
"AUT","HUR","TOT","PC_LF","Q","2016-Q4",6.2,
"AUT","HUR","TOT","PC_LF","Q","2017-Q1",6.1,
"AUT","HUR","TOT","PC_LF","Q","2017-Q2",5.8,
"AUT","HUR","TOT","PC_LF","Q","2017-Q3",5.933333,
"AUT","HUR","TOT","PC_LF","Q","2017-Q4",5.866667,
"AUT","HUR","TOT","PC_LF","Q","2018-Q1",5.366667,
"AUT","HUR","TOT","PC_LF","Q","2018-Q2",5,
"AUT","HUR","TOT","PC_LF","Q","2018-Q3",5.4,
"AUT","HUR","TOT","PC_LF","Q","2018-Q4",5.166667,
"AUT","HUR","TOT","PC_LF","Q","2019-Q1",5,
"AUT","HUR","TOT","PC_LF","Q","2019-Q2",4.833333,
"AUT","HUR","TOT","PC_LF","Q","2019-Q3",4.833333,
"AUT","HUR","TOT","PC_LF","Q","2019-Q4",4.6,
"AUT","HUR","TOT","PC_LF","Q","2020-Q1",4.633333,
"AUT","HUR","TOT","PC_LF","Q","2020-Q2",6.966667,
"AUT","HUR","TOT","PC_LF","Q","2020-Q3",6.5,
"AUT","HUR","TOT","PC_LF","Q","2020-Q4",6.266667,
"AUT","HUR","TOT","PC_LF","Q","2021-Q1",7.033333,
"AUT","HUR","TOT","PC_LF","Q","2021-Q2",6.733333,
"AUT","HUR","TOT","PC_LF","Q","2021-Q3",5.633333,
"AUT","HUR","TOT","PC_LF","Q","2021-Q4",5.266667,
"BEL","HUR","TOT","PC_LF","Q","2004-Q3",8.866667,
"BEL","HUR","TOT","PC_LF","Q","2004-Q4",8.366667,
"BEL","HUR","TOT","PC_LF","Q","2005-Q1",8.466666,
"BEL","HUR","TOT","PC_LF","Q","2005-Q2",8.5,
"BEL","HUR","TOT","PC_LF","Q","2005-Q3",8.5,
"BEL","HUR","TOT","PC_LF","Q","2005-Q4",8.433333,
"BEL","HUR","TOT","PC_LF","Q","2006-Q1",8.566667,
"BEL","HUR","TOT","PC_LF","Q","2006-Q2",8.666667,
"BEL","HUR","TOT","PC_LF","Q","2006-Q3",7.9,
"BEL","HUR","TOT","PC_LF","Q","2006-Q4",7.933333,
"BEL","HUR","TOT","PC_LF","Q","2007-Q1",7.833333,
"BEL","HUR","TOT","PC_LF","Q","2007-Q2",8,
"BEL","HUR","TOT","PC_LF","Q","2007-Q3",7.066667,
"BEL","HUR","TOT","PC_LF","Q","2007-Q4",7.066667,
"BEL","HUR","TOT","PC_LF","Q","2008-Q1",6.9,
"BEL","HUR","TOT","PC_LF","Q","2008-Q2",6.633333,
"BEL","HUR","TOT","PC_LF","Q","2008-Q3",7.5,
"BEL","HUR","TOT","PC_LF","Q","2008-Q4",6.833333,"B"
"BEL","HUR","TOT","PC_LF","Q","2009-Q1",7.866667,
"BEL","HUR","TOT","PC_LF","Q","2009-Q2",7.933333,
"BEL","HUR","TOT","PC_LF","Q","2009-Q3",8,
"BEL","HUR","TOT","PC_LF","Q","2009-Q4",8.166667,
"BEL","HUR","TOT","PC_LF","Q","2010-Q1",8.633333,
"BEL","HUR","TOT","PC_LF","Q","2010-Q2",8.5,
"BEL","HUR","TOT","PC_LF","Q","2010-Q3",8.433333,
"BEL","HUR","TOT","PC_LF","Q","2010-Q4",7.933333,
"BEL","HUR","TOT","PC_LF","Q","2011-Q1",7.1,
"BEL","HUR","TOT","PC_LF","Q","2011-Q2",7,
"BEL","HUR","TOT","PC_LF","Q","2011-Q3",7.533333,
"BEL","HUR","TOT","PC_LF","Q","2011-Q4",7.2,
"BEL","HUR","TOT","PC_LF","Q","2012-Q1",7.233333,
"BEL","HUR","TOT","PC_LF","Q","2012-Q2",7.366667,
"BEL","HUR","TOT","PC_LF","Q","2012-Q3",7.6,
"BEL","HUR","TOT","PC_LF","Q","2012-Q4",8.366667,
"BEL","HUR","TOT","PC_LF","Q","2013-Q1",8.5,
"BEL","HUR","TOT","PC_LF","Q","2013-Q2",8.566667,
"BEL","HUR","TOT","PC_LF","Q","2013-Q3",8.466666,
"BEL","HUR","TOT","PC_LF","Q","2013-Q4",8.666667,
"BEL","HUR","TOT","PC_LF","Q","2014-Q1",8.733334,
"BEL","HUR","TOT","PC_LF","Q","2014-Q2",8.566667,
"BEL","HUR","TOT","PC_LF","Q","2014-Q3",8.633333,
"BEL","HUR","TOT","PC_LF","Q","2014-Q4",8.7,
"BEL","HUR","TOT","PC_LF","Q","2015-Q1",8.833333,
"BEL","HUR","TOT","PC_LF","Q","2015-Q2",8.7,
"BEL","HUR","TOT","PC_LF","Q","2015-Q3",8.2,
"BEL","HUR","TOT","PC_LF","Q","2015-Q4",8.866667,
"BEL","HUR","TOT","PC_LF","Q","2016-Q1",8.433333,
"BEL","HUR","TOT","PC_LF","Q","2016-Q2",8.2,
"BEL","HUR","TOT","PC_LF","Q","2016-Q3",7.733333,
"BEL","HUR","TOT","PC_LF","Q","2016-Q4",7.366667,"B"
"BEL","HUR","TOT","PC_LF","Q","2017-Q1",7.833333,
"BEL","HUR","TOT","PC_LF","Q","2017-Q2",7.333333,
"BEL","HUR","TOT","PC_LF","Q","2017-Q3",7.1,
"BEL","HUR","TOT","PC_LF","Q","2017-Q4",6.433333,
"BEL","HUR","TOT","PC_LF","Q","2018-Q1",6.133333,
"BEL","HUR","TOT","PC_LF","Q","2018-Q2",6.433333,
"BEL","HUR","TOT","PC_LF","Q","2018-Q3",5.7,
"BEL","HUR","TOT","PC_LF","Q","2018-Q4",5.866667,
"BEL","HUR","TOT","PC_LF","Q","2019-Q1",5.633333,
"BEL","HUR","TOT","PC_LF","Q","2019-Q2",5.566667,
"BEL","HUR","TOT","PC_LF","Q","2019-Q3",5.233333,
"BEL","HUR","TOT","PC_LF","Q","2019-Q4",5.366667,
"BEL","HUR","TOT","PC_LF","Q","2020-Q1",5.133333,
"BEL","HUR","TOT","PC_LF","Q","2020-Q2",5.466667,
"BEL","HUR","TOT","PC_LF","Q","2020-Q3",6.4,
"BEL","HUR","TOT","PC_LF","Q","2020-Q4",6,
"BEL","HUR","TOT","PC_LF","Q","2021-Q1",6.7,
"BEL","HUR","TOT","PC_LF","Q","2021-Q2",6.333333,
"BEL","HUR","TOT","PC_LF","Q","2021-Q3",6.266667,
"BEL","HUR","TOT","PC_LF","Q","2021-Q4",5.8,
"CAN","HUR","TOT","PC_LF","Q","2004-Q3",7,
"CAN","HUR","TOT","PC_LF","Q","2004-Q4",7.133333,
"CAN","HUR","TOT","PC_LF","Q","2005-Q1",6.966667,
"CAN","HUR","TOT","PC_LF","Q","2005-Q2",6.833333,
"CAN","HUR","TOT","PC_LF","Q","2005-Q3",6.7,
"CAN","HUR","TOT","PC_LF","Q","2005-Q4",6.566667,
"CAN","HUR","TOT","PC_LF","Q","2006-Q1",6.466667,
"CAN","HUR","TOT","PC_LF","Q","2006-Q2",6.166667,
"CAN","HUR","TOT","PC_LF","Q","2006-Q3",6.4,
"CAN","HUR","TOT","PC_LF","Q","2006-Q4",6.266667,
"CAN","HUR","TOT","PC_LF","Q","2007-Q1",6.233333,
"CAN","HUR","TOT","PC_LF","Q","2007-Q2",6.1,
"CAN","HUR","TOT","PC_LF","Q","2007-Q3",5.933333,
"CAN","HUR","TOT","PC_LF","Q","2007-Q4",6.033333,
"CAN","HUR","TOT","PC_LF","Q","2008-Q1",6.033333,
"CAN","HUR","TOT","PC_LF","Q","2008-Q2",6.1,
"CAN","HUR","TOT","PC_LF","Q","2008-Q3",6.1,
"CAN","HUR","TOT","PC_LF","Q","2008-Q4",6.566667,
"CAN","HUR","TOT","PC_LF","Q","2009-Q1",7.866667,
"CAN","HUR","TOT","PC_LF","Q","2009-Q2",8.566667,
"CAN","HUR","TOT","PC_LF","Q","2009-Q3",8.566667,
"CAN","HUR","TOT","PC_LF","Q","2009-Q4",8.5,
"CAN","HUR","TOT","PC_LF","Q","2010-Q1",8.3,
"CAN","HUR","TOT","PC_LF","Q","2010-Q2",8.1,
"CAN","HUR","TOT","PC_LF","Q","2010-Q3",8.1,
"CAN","HUR","TOT","PC_LF","Q","2010-Q4",7.8,
"CAN","HUR","TOT","PC_LF","Q","2011-Q1",7.733333,
"CAN","HUR","TOT","PC_LF","Q","2011-Q2",7.633333,
"CAN","HUR","TOT","PC_LF","Q","2011-Q3",7.333333,
"CAN","HUR","TOT","PC_LF","Q","2011-Q4",7.5,
"CAN","HUR","TOT","PC_LF","Q","2012-Q1",7.5,
"CAN","HUR","TOT","PC_LF","Q","2012-Q2",7.3,
"CAN","HUR","TOT","PC_LF","Q","2012-Q3",7.3,
"CAN","HUR","TOT","PC_LF","Q","2012-Q4",7.4,
"CAN","HUR","TOT","PC_LF","Q","2013-Q1",7.166667,
"CAN","HUR","TOT","PC_LF","Q","2013-Q2",7.133333,
"CAN","HUR","TOT","PC_LF","Q","2013-Q3",7.1,
"CAN","HUR","TOT","PC_LF","Q","2013-Q4",7.133333,
"CAN","HUR","TOT","PC_LF","Q","2014-Q1",7.066667,
"CAN","HUR","TOT","PC_LF","Q","2014-Q2",7.1,
"CAN","HUR","TOT","PC_LF","Q","2014-Q3",7,
"CAN","HUR","TOT","PC_LF","Q","2014-Q4",6.7,
"CAN","HUR","TOT","PC_LF","Q","2015-Q1",6.8,
"CAN","HUR","TOT","PC_LF","Q","2015-Q2",6.9,
"CAN","HUR","TOT","PC_LF","Q","2015-Q3",7,
"CAN","HUR","TOT","PC_LF","Q","2015-Q4",7.066667,
"CAN","HUR","TOT","PC_LF","Q","2016-Q1",7.2,
"CAN","HUR","TOT","PC_LF","Q","2016-Q2",7.033333,
"CAN","HUR","TOT","PC_LF","Q","2016-Q3",7,
"CAN","HUR","TOT","PC_LF","Q","2016-Q4",6.966667,
"CAN","HUR","TOT","PC_LF","Q","2017-Q1",6.7,
"CAN","HUR","TOT","PC_LF","Q","2017-Q2",6.533333,
"CAN","HUR","TOT","PC_LF","Q","2017-Q3",6.233333,
"CAN","HUR","TOT","PC_LF","Q","2017-Q4",6.066667,
"CAN","HUR","TOT","PC_LF","Q","2018-Q1",5.933333,
"CAN","HUR","TOT","PC_LF","Q","2018-Q2",6,
"CAN","HUR","TOT","PC_LF","Q","2018-Q3",5.9,
"CAN","HUR","TOT","PC_LF","Q","2018-Q4",5.8,
"CAN","HUR","TOT","PC_LF","Q","2019-Q1",5.866667,
"CAN","HUR","TOT","PC_LF","Q","2019-Q2",5.566667,
"CAN","HUR","TOT","PC_LF","Q","2019-Q3",5.733333,
"CAN","HUR","TOT","PC_LF","Q","2019-Q4",5.833333,
"CAN","HUR","TOT","PC_LF","Q","2020-Q1",6.4,
"CAN","HUR","TOT","PC_LF","Q","2020-Q2",12.86667,
"CAN","HUR","TOT","PC_LF","Q","2020-Q3",10.13333,
"CAN","HUR","TOT","PC_LF","Q","2020-Q4",8.933333,
"CAN","HUR","TOT","PC_LF","Q","2021-Q1",8.4,
"CAN","HUR","TOT","PC_LF","Q","2021-Q2",7.866667,
"CAN","HUR","TOT","PC_LF","Q","2021-Q3",7.166667,
"CAN","HUR","TOT","PC_LF","Q","2021-Q4",6.3,
"CZE","HUR","TOT","PC_LF","Q","2004-Q3",8.2,
"CZE","HUR","TOT","PC_LF","Q","2004-Q4",8.233334,
"CZE","HUR","TOT","PC_LF","Q","2005-Q1",8.133333,
"CZE","HUR","TOT","PC_LF","Q","2005-Q2",7.966667,
"CZE","HUR","TOT","PC_LF","Q","2005-Q3",7.766667,
"CZE","HUR","TOT","PC_LF","Q","2005-Q4",7.866667,
"CZE","HUR","TOT","PC_LF","Q","2006-Q1",7.733333,
"CZE","HUR","TOT","PC_LF","Q","2006-Q2",7.233333,
"CZE","HUR","TOT","PC_LF","Q","2006-Q3",7,
"CZE","HUR","TOT","PC_LF","Q","2006-Q4",6.6,
"CZE","HUR","TOT","PC_LF","Q","2007-Q1",5.866667,
"CZE","HUR","TOT","PC_LF","Q","2007-Q2",5.433333,
"CZE","HUR","TOT","PC_LF","Q","2007-Q3",5.1,
"CZE","HUR","TOT","PC_LF","Q","2007-Q4",4.9,
"CZE","HUR","TOT","PC_LF","Q","2008-Q1",4.533333,
"CZE","HUR","TOT","PC_LF","Q","2008-Q2",4.333333,
"CZE","HUR","TOT","PC_LF","Q","2008-Q3",4.266667,
"CZE","HUR","TOT","PC_LF","Q","2008-Q4",4.433333,
"CZE","HUR","TOT","PC_LF","Q","2009-Q1",5.6,
"CZE","HUR","TOT","PC_LF","Q","2009-Q2",6.466667,
"CZE","HUR","TOT","PC_LF","Q","2009-Q3",7.266667,
"CZE","HUR","TOT","PC_LF","Q","2009-Q4",7.366667,
"CZE","HUR","TOT","PC_LF","Q","2010-Q1",7.8,
"CZE","HUR","TOT","PC_LF","Q","2010-Q2",7.3,
"CZE","HUR","TOT","PC_LF","Q","2010-Q3",7.066667,
"CZE","HUR","TOT","PC_LF","Q","2010-Q4",7,
"CZE","HUR","TOT","PC_LF","Q","2011-Q1",6.966667,
"CZE","HUR","TOT","PC_LF","Q","2011-Q2",6.833333,
"CZE","HUR","TOT","PC_LF","Q","2011-Q3",6.533333,
"CZE","HUR","TOT","PC_LF","Q","2011-Q4",6.5,
"CZE","HUR","TOT","PC_LF","Q","2012-Q1",6.833333,
"CZE","HUR","TOT","PC_LF","Q","2012-Q2",6.866667,
"CZE","HUR","TOT","PC_LF","Q","2012-Q3",6.933333,
"CZE","HUR","TOT","PC_LF","Q","2012-Q4",7.266667,
"CZE","HUR","TOT","PC_LF","Q","2013-Q1",7.2,
"CZE","HUR","TOT","PC_LF","Q","2013-Q2",6.966667,
"CZE","HUR","TOT","PC_LF","Q","2013-Q3",6.933333,
"CZE","HUR","TOT","PC_LF","Q","2013-Q4",6.8,
"CZE","HUR","TOT","PC_LF","Q","2014-Q1",6.566667,
"CZE","HUR","TOT","PC_LF","Q","2014-Q2",6.166667,
"CZE","HUR","TOT","PC_LF","Q","2014-Q3",5.9,
"CZE","HUR","TOT","PC_LF","Q","2014-Q4",5.866667,
"CZE","HUR","TOT","PC_LF","Q","2015-Q1",5.833333,
"CZE","HUR","TOT","PC_LF","Q","2015-Q2",5.033333,
"CZE","HUR","TOT","PC_LF","Q","2015-Q3",4.833333,
"CZE","HUR","TOT","PC_LF","Q","2015-Q4",4.566667,
"CZE","HUR","TOT","PC_LF","Q","2016-Q1",4.2,
"CZE","HUR","TOT","PC_LF","Q","2016-Q2",4.033333,
"CZE","HUR","TOT","PC_LF","Q","2016-Q3",3.933333,
"CZE","HUR","TOT","PC_LF","Q","2016-Q4",3.666667,
"CZE","HUR","TOT","PC_LF","Q","2017-Q1",3.333333,
"CZE","HUR","TOT","PC_LF","Q","2017-Q2",3.066667,
"CZE","HUR","TOT","PC_LF","Q","2017-Q3",2.733333,
"CZE","HUR","TOT","PC_LF","Q","2017-Q4",2.466667,
"CZE","HUR","TOT","PC_LF","Q","2018-Q1",2.333333,
"CZE","HUR","TOT","PC_LF","Q","2018-Q2",2.266667,
"CZE","HUR","TOT","PC_LF","Q","2018-Q3",2.3,
"CZE","HUR","TOT","PC_LF","Q","2018-Q4",2.1,
"CZE","HUR","TOT","PC_LF","Q","2019-Q1",1.933333,
"CZE","HUR","TOT","PC_LF","Q","2019-Q2",2,
"CZE","HUR","TOT","PC_LF","Q","2019-Q3",2.066667,
"CZE","HUR","TOT","PC_LF","Q","2019-Q4",2.1,
"CZE","HUR","TOT","PC_LF","Q","2020-Q1",1.866667,
"CZE","HUR","TOT","PC_LF","Q","2020-Q2",2.433333,
"CZE","HUR","TOT","PC_LF","Q","2020-Q3",2.833333,
"CZE","HUR","TOT","PC_LF","Q","2020-Q4",3.1,
"CZE","HUR","TOT","PC_LF","Q","2021-Q1",3.266667,
"CZE","HUR","TOT","PC_LF","Q","2021-Q2",3.066667,
"CZE","HUR","TOT","PC_LF","Q","2021-Q3",2.666667,
"CZE","HUR","TOT","PC_LF","Q","2021-Q4",2.233333,
"DNK","HUR","TOT","PC_LF","Q","2004-Q3",5.6,
"DNK","HUR","TOT","PC_LF","Q","2004-Q4",5.333333,
"DNK","HUR","TOT","PC_LF","Q","2005-Q1",5.233333,
"DNK","HUR","TOT","PC_LF","Q","2005-Q2",5.066667,
"DNK","HUR","TOT","PC_LF","Q","2005-Q3",4.733333,
"DNK","HUR","TOT","PC_LF","Q","2005-Q4",4.166667,
"DNK","HUR","TOT","PC_LF","Q","2006-Q1",4.166667,
"DNK","HUR","TOT","PC_LF","Q","2006-Q2",4.1,
"DNK","HUR","TOT","PC_LF","Q","2006-Q3",3.7,
"DNK","HUR","TOT","PC_LF","Q","2006-Q4",3.633333,
"DNK","HUR","TOT","PC_LF","Q","2007-Q1",3.9,
"DNK","HUR","TOT","PC_LF","Q","2007-Q2",3.6,
"DNK","HUR","TOT","PC_LF","Q","2007-Q3",4.033333,
"DNK","HUR","TOT","PC_LF","Q","2007-Q4",3.566667,
"DNK","HUR","TOT","PC_LF","Q","2008-Q1",3.233333,
"DNK","HUR","TOT","PC_LF","Q","2008-Q2",3.5,
"DNK","HUR","TOT","PC_LF","Q","2008-Q3",3.833333,
"DNK","HUR","TOT","PC_LF","Q","2008-Q4",4.266667,
"DNK","HUR","TOT","PC_LF","Q","2009-Q1",5.166667,
"DNK","HUR","TOT","PC_LF","Q","2009-Q2",6.233333,
"DNK","HUR","TOT","PC_LF","Q","2009-Q3",6.833333,
"DNK","HUR","TOT","PC_LF","Q","2009-Q4",7.3,
"DNK","HUR","TOT","PC_LF","Q","2010-Q1",7.633333,
"DNK","HUR","TOT","PC_LF","Q","2010-Q2",7.8,
"DNK","HUR","TOT","PC_LF","Q","2010-Q3",7.733333,
"DNK","HUR","TOT","PC_LF","Q","2010-Q4",7.833333,
"DNK","HUR","TOT","PC_LF","Q","2011-Q1",7.833333,
"DNK","HUR","TOT","PC_LF","Q","2011-Q2",7.566667,
"DNK","HUR","TOT","PC_LF","Q","2011-Q3",7.733333,
"DNK","HUR","TOT","PC_LF","Q","2011-Q4",7.933333,
"DNK","HUR","TOT","PC_LF","Q","2012-Q1",7.833333,
"DNK","HUR","TOT","PC_LF","Q","2012-Q2",8.1,
"DNK","HUR","TOT","PC_LF","Q","2012-Q3",7.8,
"DNK","HUR","TOT","PC_LF","Q","2012-Q4",7.5,
"DNK","HUR","TOT","PC_LF","Q","2013-Q1",7.6,
"DNK","HUR","TOT","PC_LF","Q","2013-Q2",7.4,
"DNK","HUR","TOT","PC_LF","Q","2013-Q3",7.3,
"DNK","HUR","TOT","PC_LF","Q","2013-Q4",7.233333,
"DNK","HUR","TOT","PC_LF","Q","2014-Q1",7,
"DNK","HUR","TOT","PC_LF","Q","2014-Q2",6.766667,
"DNK","HUR","TOT","PC_LF","Q","2014-Q3",6.9,
"DNK","HUR","TOT","PC_LF","Q","2014-Q4",6.733333,
"DNK","HUR","TOT","PC_LF","Q","2015-Q1",6.466667,
"DNK","HUR","TOT","PC_LF","Q","2015-Q2",6.4,
"DNK","HUR","TOT","PC_LF","Q","2015-Q3",6.2,
"DNK","HUR","TOT","PC_LF","Q","2015-Q4",6.1,
"DNK","HUR","TOT","PC_LF","Q","2016-Q1",6,
"DNK","HUR","TOT","PC_LF","Q","2016-Q2",6.066667,
"DNK","HUR","TOT","PC_LF","Q","2016-Q3",6.033333,
"DNK","HUR","TOT","PC_LF","Q","2016-Q4",5.966667,
"DNK","HUR","TOT","PC_LF","Q","2017-Q1",6.1,
