LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
AUT,LFPR,15_24,PC_AGE,A,2020,56.12923137,
AUT,LFPR,55_64,PC_AGE,A,1994,29.41141479,
AUT,LFPR,55_64,PC_AGE,A,1995,31.42227667,
AUT,LFPR,55_64,PC_AGE,A,1996,30.45062339,
AUT,LFPR,55_64,PC_AGE,A,1997,29.79247108,
AUT,LFPR,55_64,PC_AGE,A,1998,30.46368445,
AUT,LFPR,55_64,PC_AGE,A,1999,31.25856583,
AUT,LFPR,55_64,PC_AGE,A,2000,29.82071213,
AUT,LFPR,55_64,PC_AGE,A,2001,29.68045833,
AUT,LFPR,55_64,PC_AGE,A,2002,30.92661752,
AUT,LFPR,55_64,PC_AGE,A,2003,32.00586037,
AUT,LFPR,55_64,PC_AGE,A,2004,28.33755722,
AUT,LFPR,55_64,PC_AGE,A,2005,31.15263786,
AUT,LFPR,55_64,PC_AGE,A,2006,34.34575362,
AUT,LFPR,55_64,PC_AGE,A,2007,37.2385936,
AUT,LFPR,55_64,PC_AGE,A,2008,39.68269954,
AUT,LFPR,55_64,PC_AGE,A,2009,40.52485348,
AUT,LFPR,55_64,PC_AGE,A,2010,42.2353905,
AUT,LFPR,55_64,PC_AGE,A,2011,41.43335507,
AUT,LFPR,55_64,PC_AGE,A,2012,43.10187102,
AUT,LFPR,55_64,PC_AGE,A,2013,45.47023339,
AUT,LFPR,55_64,PC_AGE,A,2014,46.88789074,
AUT,LFPR,55_64,PC_AGE,A,2015,48.5726911,
AUT,LFPR,55_64,PC_AGE,A,2016,51.74231977,
AUT,LFPR,55_64,PC_AGE,A,2017,53.5662065,
AUT,LFPR,55_64,PC_AGE,A,2018,56.15627346,
AUT,LFPR,55_64,PC_AGE,A,2019,56.37409556,
AUT,LFPR,55_64,PC_AGE,A,2020,57.02725385,
AUT,LFPR,65MORE,PC_AGE,A,1994,4.036763791,
AUT,LFPR,65MORE,PC_AGE,A,1995,3.582247126,
AUT,LFPR,65MORE,PC_AGE,A,1996,3.010497128,
AUT,LFPR,65MORE,PC_AGE,A,1997,3.070329642,
AUT,LFPR,65MORE,PC_AGE,A,1998,2.954666304,
AUT,LFPR,65MORE,PC_AGE,A,1999,2.539934139,
AUT,LFPR,65MORE,PC_AGE,A,2000,2.70526322,
AUT,LFPR,65MORE,PC_AGE,A,2001,3.33982632,
AUT,LFPR,65MORE,PC_AGE,A,2002,2.551251256,
AUT,LFPR,65MORE,PC_AGE,A,2003,2.482799087,
AUT,LFPR,65MORE,PC_AGE,A,2004,2.078677334,
AUT,LFPR,65MORE,PC_AGE,A,2005,2.865922829,
AUT,LFPR,65MORE,PC_AGE,A,2006,3.318754292,
AUT,LFPR,65MORE,PC_AGE,A,2007,4.454002713,
AUT,LFPR,65MORE,PC_AGE,A,2008,4.771582876,
AUT,LFPR,65MORE,PC_AGE,A,2009,5.231476809,
AUT,LFPR,65MORE,PC_AGE,A,2010,5.161362286,
AUT,LFPR,65MORE,PC_AGE,A,2011,4.966837941,
AUT,LFPR,65MORE,PC_AGE,A,2012,4.942143489,
AUT,LFPR,65MORE,PC_AGE,A,2013,5.082461518,
AUT,LFPR,65MORE,PC_AGE,A,2014,5.259094526,
AUT,LFPR,65MORE,PC_AGE,A,2015,5.309092517,
AUT,LFPR,65MORE,PC_AGE,A,2016,5.042337572,
AUT,LFPR,65MORE,PC_AGE,A,2017,4.840500275,
AUT,LFPR,65MORE,PC_AGE,A,2018,4.941303891,
AUT,LFPR,65MORE,PC_AGE,A,2019,4.662527803,
AUT,LFPR,65MORE,PC_AGE,A,2020,4.479271666,
BEL,LFPR,15_24,PC_AGE,A,1983,43.86913962,
BEL,LFPR,15_24,PC_AGE,A,1984,42.24266373,
BEL,LFPR,15_24,PC_AGE,A,1985,42.32899566,
BEL,LFPR,15_24,PC_AGE,A,1986,42.71766211,
BEL,LFPR,15_24,PC_AGE,A,1987,41.50840279,
BEL,LFPR,15_24,PC_AGE,A,1988,37.67184801,
BEL,LFPR,15_24,PC_AGE,A,1989,35.99520722,
BEL,LFPR,15_24,PC_AGE,A,1990,35.54343875,
BEL,LFPR,15_24,PC_AGE,A,1991,36.48427017,
BEL,LFPR,15_24,PC_AGE,A,1992,36.21290127,
BEL,LFPR,15_24,PC_AGE,A,1993,34.4142901,
BEL,LFPR,15_24,PC_AGE,A,1994,35.19309114,
BEL,LFPR,15_24,PC_AGE,A,1995,33.87877934,
BEL,LFPR,15_24,PC_AGE,A,1996,32.76616763,
BEL,LFPR,15_24,PC_AGE,A,1997,32.0325803,
BEL,LFPR,15_24,PC_AGE,A,1998,32.63401704,
BEL,LFPR,15_24,PC_AGE,A,1999,32.86979351,
BEL,LFPR,15_24,PC_AGE,A,2000,35.3055767,
BEL,LFPR,15_24,PC_AGE,A,2001,35.73512729,
BEL,LFPR,15_24,PC_AGE,A,2002,35.70414324,
BEL,LFPR,15_24,PC_AGE,A,2003,34.98519844,
BEL,LFPR,15_24,PC_AGE,A,2004,35.26347946,
BEL,LFPR,15_24,PC_AGE,A,2005,35.01612805,
BEL,LFPR,15_24,PC_AGE,A,2006,34.6952752,
BEL,LFPR,15_24,PC_AGE,A,2007,33.86649681,
BEL,LFPR,15_24,PC_AGE,A,2008,33.40288374,
BEL,LFPR,15_24,PC_AGE,A,2009,32.44288001,
BEL,LFPR,15_24,PC_AGE,A,2010,32.50973253,
BEL,LFPR,15_24,PC_AGE,A,2011,31.98227587,
BEL,LFPR,15_24,PC_AGE,A,2012,31.47899293,
BEL,LFPR,15_24,PC_AGE,A,2013,30.98865923,
BEL,LFPR,15_24,PC_AGE,A,2014,30.1948949,
BEL,LFPR,15_24,PC_AGE,A,2015,30.00240721,
BEL,LFPR,15_24,PC_AGE,A,2016,28.45820095,
BEL,LFPR,15_24,PC_AGE,A,2017,28.0810441,
BEL,LFPR,15_24,PC_AGE,A,2018,29.62598821,
BEL,LFPR,15_24,PC_AGE,A,2019,30.98266438,
BEL,LFPR,15_24,PC_AGE,A,2020,28.43138408,
BEL,LFPR,55_64,PC_AGE,A,1983,30.61184946,
BEL,LFPR,55_64,PC_AGE,A,1984,28.77131253,
BEL,LFPR,55_64,PC_AGE,A,1985,27.30580393,
BEL,LFPR,55_64,PC_AGE,A,1986,25.6279963,
BEL,LFPR,55_64,PC_AGE,A,1987,22.76817221,
BEL,LFPR,55_64,PC_AGE,A,1988,22.80383047,
BEL,LFPR,55_64,PC_AGE,A,1989,23.49774595,
BEL,LFPR,55_64,PC_AGE,A,1990,22.18449085,
BEL,LFPR,55_64,PC_AGE,A,1991,22.21603403,
BEL,LFPR,55_64,PC_AGE,A,1992,23.05764518,
BEL,LFPR,55_64,PC_AGE,A,1993,22.673901,
BEL,LFPR,55_64,PC_AGE,A,1994,23.52041751,
BEL,LFPR,55_64,PC_AGE,A,1995,24.24431163,
BEL,LFPR,55_64,PC_AGE,A,1996,22.81328827,
BEL,LFPR,55_64,PC_AGE,A,1997,23.11974187,
BEL,LFPR,55_64,PC_AGE,A,1998,23.79458632,
BEL,LFPR,55_64,PC_AGE,A,1999,26.16738429,
BEL,LFPR,55_64,PC_AGE,A,2000,27.11378938,
BEL,LFPR,55_64,PC_AGE,A,2001,25.9072719,
BEL,LFPR,55_64,PC_AGE,A,2002,27.68608805,
BEL,LFPR,55_64,PC_AGE,A,2003,28.89939892,
BEL,LFPR,55_64,PC_AGE,A,2004,31.15623297,
BEL,LFPR,55_64,PC_AGE,A,2005,33.27929988,
BEL,LFPR,55_64,PC_AGE,A,2006,33.5920936,
BEL,LFPR,55_64,PC_AGE,A,2007,35.88627633,
BEL,LFPR,55_64,PC_AGE,A,2008,36.08614792,
BEL,LFPR,55_64,PC_AGE,A,2009,37.15175455,
BEL,LFPR,55_64,PC_AGE,A,2010,39.15083359,
BEL,LFPR,55_64,PC_AGE,A,2011,40.32952983,
BEL,LFPR,55_64,PC_AGE,A,2012,41.35023535,
BEL,LFPR,55_64,PC_AGE,A,2013,44.09773,
BEL,LFPR,55_64,PC_AGE,A,2014,45.0703418,
BEL,LFPR,55_64,PC_AGE,A,2015,46.63920986,
BEL,LFPR,55_64,PC_AGE,A,2016,48.14560413,
BEL,LFPR,55_64,PC_AGE,A,2017,51.26378774,
BEL,LFPR,55_64,PC_AGE,A,2018,52.61009731,
BEL,LFPR,55_64,PC_AGE,A,2019,54.31825582,
BEL,LFPR,55_64,PC_AGE,A,2020,55.62977961,
BEL,LFPR,65MORE,PC_AGE,A,2000,1.476330844,
BEL,LFPR,65MORE,PC_AGE,A,2001,1.317630573,
BEL,LFPR,65MORE,PC_AGE,A,2002,1.295464155,
BEL,LFPR,65MORE,PC_AGE,A,2003,1.348580912,
BEL,LFPR,65MORE,PC_AGE,A,2004,1.424493472,
BEL,LFPR,65MORE,PC_AGE,A,2005,2.02417067,
BEL,LFPR,65MORE,PC_AGE,A,2006,1.73129103,
BEL,LFPR,65MORE,PC_AGE,A,2007,1.78847438,
BEL,LFPR,65MORE,PC_AGE,A,2008,1.782938592,
BEL,LFPR,65MORE,PC_AGE,A,2009,1.703912611,
BEL,LFPR,65MORE,PC_AGE,A,2010,2.050408089,
BEL,LFPR,65MORE,PC_AGE,A,2011,2.049338111,
BEL,LFPR,65MORE,PC_AGE,A,2012,2.337206838,
BEL,LFPR,65MORE,PC_AGE,A,2013,2.334586951,
BEL,LFPR,65MORE,PC_AGE,A,2014,2.303848292,
BEL,LFPR,65MORE,PC_AGE,A,2015,2.576530336,
BEL,LFPR,65MORE,PC_AGE,A,2016,2.256074349,
BEL,LFPR,65MORE,PC_AGE,A,2017,2.54975141,
BEL,LFPR,65MORE,PC_AGE,A,2018,2.761021229,
BEL,LFPR,65MORE,PC_AGE,A,2019,2.987878478,
BEL,LFPR,65MORE,PC_AGE,A,2020,2.975647174,
CAN,LFPR,15_24,PC_AGE,A,1976,63.55345687,
CAN,LFPR,15_24,PC_AGE,A,1977,64.62344892,
CAN,LFPR,15_24,PC_AGE,A,1978,65.62279179,
CAN,LFPR,15_24,PC_AGE,A,1979,67.43628168,
CAN,LFPR,15_24,PC_AGE,A,1980,68.56113286,
CAN,LFPR,15_24,PC_AGE,A,1981,69.25363639,
CAN,LFPR,15_24,PC_AGE,A,1982,67.3163137,
CAN,LFPR,15_24,PC_AGE,A,1983,67.60796021,
CAN,LFPR,15_24,PC_AGE,A,1984,67.96688223,
CAN,LFPR,15_24,PC_AGE,A,1985,68.60567561,
CAN,LFPR,15_24,PC_AGE,A,1986,69.74172224,
CAN,LFPR,15_24,PC_AGE,A,1987,70.30946319,
CAN,LFPR,15_24,PC_AGE,A,1988,70.59225732,
CAN,LFPR,15_24,PC_AGE,A,1989,71.16715186,
CAN,LFPR,15_24,PC_AGE,A,1990,69.91693734,
CAN,LFPR,15_24,PC_AGE,A,1991,68.1242293,
CAN,LFPR,15_24,PC_AGE,A,1992,66.15863807,
CAN,LFPR,15_24,PC_AGE,A,1993,64.43191509,
CAN,LFPR,15_24,PC_AGE,A,1994,63.92211429,
CAN,LFPR,15_24,PC_AGE,A,1995,63.16181025,
CAN,LFPR,15_24,PC_AGE,A,1996,62.24276049,
CAN,LFPR,15_24,PC_AGE,A,1997,61.46744682,
CAN,LFPR,15_24,PC_AGE,A,1998,61.81338192,
CAN,LFPR,15_24,PC_AGE,A,1999,63.46311774,
CAN,LFPR,15_24,PC_AGE,A,2000,64.39194732,
CAN,LFPR,15_24,PC_AGE,A,2001,64.66389883,
CAN,LFPR,15_24,PC_AGE,A,2002,66.52648305,
CAN,LFPR,15_24,PC_AGE,A,2003,67.33526949,
CAN,LFPR,15_24,PC_AGE,A,2004,66.8473418,
CAN,LFPR,15_24,PC_AGE,A,2005,65.86795662,
CAN,LFPR,15_24,PC_AGE,A,2006,66.84379973,
CAN,LFPR,15_24,PC_AGE,A,2007,67.63059608,
CAN,LFPR,15_24,PC_AGE,A,2008,67.95058232,
CAN,LFPR,15_24,PC_AGE,A,2009,66.11962528,
CAN,LFPR,15_24,PC_AGE,A,2010,65.17569535,
CAN,LFPR,15_24,PC_AGE,A,2011,65.2372831,
CAN,LFPR,15_24,PC_AGE,A,2012,64.33115294,
CAN,LFPR,15_24,PC_AGE,A,2013,64.55446029,
CAN,LFPR,15_24,PC_AGE,A,2014,64.87489405,
CAN,LFPR,15_24,PC_AGE,A,2015,64.96706003,
CAN,LFPR,15_24,PC_AGE,A,2016,64.26961473,
CAN,LFPR,15_24,PC_AGE,A,2017,64.50796774,
CAN,LFPR,15_24,PC_AGE,A,2018,64.22392454,
CAN,LFPR,15_24,PC_AGE,A,2019,64.91478524,
CAN,LFPR,15_24,PC_AGE,A,2020,61.9462122,
CAN,LFPR,55_64,PC_AGE,A,1976,53.07475429,
CAN,LFPR,55_64,PC_AGE,A,1977,52.29278674,
CAN,LFPR,55_64,PC_AGE,A,1978,52.12391414,
CAN,LFPR,55_64,PC_AGE,A,1979,52.97433758,
CAN,LFPR,55_64,PC_AGE,A,1980,52.56336867,
CAN,LFPR,55_64,PC_AGE,A,1981,52.21647277,
CAN,LFPR,55_64,PC_AGE,A,1982,51.65967597,
CAN,LFPR,55_64,PC_AGE,A,1983,51.12775334,
CAN,LFPR,55_64,PC_AGE,A,1984,50.546901,
CAN,LFPR,55_64,PC_AGE,A,1985,50.4649438,
CAN,LFPR,55_64,PC_AGE,A,1986,49.58621105,
CAN,LFPR,55_64,PC_AGE,A,1987,49.33838133,
CAN,LFPR,55_64,PC_AGE,A,1988,49.43801357,
CAN,LFPR,55_64,PC_AGE,A,1989,49.13803892,
CAN,LFPR,55_64,PC_AGE,A,1990,49.15745682,
CAN,LFPR,55_64,PC_AGE,A,1991,48.4795237,
CAN,LFPR,55_64,PC_AGE,A,1992,48.21287062,
CAN,LFPR,55_64,PC_AGE,A,1993,47.7763493,
CAN,LFPR,55_64,PC_AGE,A,1994,48.06233325,
CAN,LFPR,55_64,PC_AGE,A,1995,47.11038989,
CAN,LFPR,55_64,PC_AGE,A,1996,47.15349454,
CAN,LFPR,55_64,PC_AGE,A,1997,48.16039008,
CAN,LFPR,55_64,PC_AGE,A,1998,48.65300342,
CAN,LFPR,55_64,PC_AGE,A,1999,49.70751457,
CAN,LFPR,55_64,PC_AGE,A,2000,50.88772416,
CAN,LFPR,55_64,PC_AGE,A,2001,51.17217314,
CAN,LFPR,55_64,PC_AGE,A,2002,53.38378075,
CAN,LFPR,55_64,PC_AGE,A,2003,56.58902652,
CAN,LFPR,55_64,PC_AGE,A,2004,57.30934746,
CAN,LFPR,55_64,PC_AGE,A,2005,57.91493784,
CAN,LFPR,55_64,PC_AGE,A,2006,58.08797114,
CAN,LFPR,55_64,PC_AGE,A,2007,59.26270098,
CAN,LFPR,55_64,PC_AGE,A,2008,59.7250372,
CAN,LFPR,55_64,PC_AGE,A,2009,60.84708398,
CAN,LFPR,55_64,PC_AGE,A,2010,61.35659518,
CAN,LFPR,55_64,PC_AGE,A,2011,61.84347414,
CAN,LFPR,55_64,PC_AGE,A,2012,62.59374678,
CAN,LFPR,55_64,PC_AGE,A,2013,63.58049133,
CAN,LFPR,55_64,PC_AGE,A,2014,63.56627453,
CAN,LFPR,55_64,PC_AGE,A,2015,64.05229031,
CAN,LFPR,55_64,PC_AGE,A,2016,65.08455808,
CAN,LFPR,55_64,PC_AGE,A,2017,65.22810662,
CAN,LFPR,55_64,PC_AGE,A,2018,65.68822131,
